12,abcd,-12,2866
12,abcd,-10,4352
12,abcd,-8,13861
12,abcd,-6,18836
12,abcd,-4,34524
12,abcd,-2,36992
12,abcd,0,46576
12,abcd,2,36992
12,abcd,4,34524
12,abcd,6,18836
12,abcd,8,13861
12,abcd,10,4352
12,abcd,12,2866
12,acdb,-12,1860
12,acdb,-10,5121
12,acdb,-8,10867
12,acdb,-6,20884
12,acdb,-4,29438
12,acdb,-2,39803
12,acdb,0,40660
12,acdb,2,39803
12,acdb,4,29438
12,acdb,6,20884
12,acdb,8,10867
12,acdb,10,5121
12,acdb,12,1860
12,adbc,-12,1860
12,adbc,-10,5121
12,adbc,-8,10867
12,adbc,-6,20884
12,adbc,-4,29438
12,adbc,-2,39803
12,adbc,0,40660
12,adbc,2,39803
12,adbc,4,29438
12,adbc,6,20884
12,adbc,8,10867
12,adbc,10,5121
12,adbc,12,1860
12,badc,-12,2184
12,badc,-10,4890
12,badc,-8,11876
12,badc,-6,20568
12,badc,-4,30694
12,badc,-2,39974
12,badc,0,41740
12,badc,2,39974
12,badc,4,30694
12,badc,6,20568
12,badc,8,11876
12,badc,10,4890
12,badc,12,2184
12,bcad,-12,1860
12,bcad,-10,5121
12,bcad,-8,10867
12,bcad,-6,20884
12,bcad,-4,29438
12,bcad,-2,39803
12,bcad,0,40660
12,bcad,2,39803
12,bcad,4,29438
12,bcad,6,20884
12,bcad,8,10867
12,bcad,10,5121
12,bcad,12,1860
12,bdca,-12,921
12,bdca,-10,4588
12,bdca,-8,9794
12,bdca,-6,18962
12,bdca,-4,28865
12,bdca,-2,36214
12,bdca,0,40678
12,bdca,2,36214
12,bdca,4,28865
12,bdca,6,18962
12,bdca,8,9794
12,bdca,10,4588
12,bdca,12,921
12,cabd,-12,1860
12,cabd,-10,5121
12,cabd,-8,10867
12,cabd,-6,20884
12,cabd,-4,29438
12,cabd,-2,39803
12,cabd,0,40660
12,cabd,2,39803
12,cabd,4,29438
12,cabd,6,20884
12,cabd,8,10867
12,cabd,10,5121
12,cabd,12,1860
12,cbda,-12,921
12,cbda,-10,4588
12,cbda,-8,9794
12,cbda,-6,18962
12,cbda,-4,28865
12,cbda,-2,36214
12,cbda,0,40678
12,cbda,2,36214
12,cbda,4,28865
12,cbda,6,18962
12,cbda,8,9794
12,cbda,10,4588
12,cbda,12,921
12,cdab,-12,808
12,cdab,-10,4222
12,cdab,-8,10052
12,cdab,-6,18172
12,cdab,-4,28645
12,cdab,-2,35842
12,cdab,0,39824
12,cdab,2,35842
12,cdab,4,28645
12,cdab,6,18172
12,cdab,8,10052
12,cdab,10,4222
12,cdab,12,808
12,dacb,-12,921
12,dacb,-10,4588
12,dacb,-8,9794
12,dacb,-6,18962
12,dacb,-4,28865
12,dacb,-2,36214
12,dacb,0,40678
12,dacb,2,36214
12,dacb,4,28865
12,dacb,6,18962
12,dacb,8,9794
12,dacb,10,4588
12,dacb,12,921
12,dbac,-12,921
12,dbac,-10,4588
12,dbac,-8,9794
12,dbac,-6,18962
12,dbac,-4,28865
12,dbac,-2,36214
12,dbac,0,40678
12,dbac,2,36214
12,dbac,4,28865
12,dbac,6,18962
12,dbac,8,9794
12,dbac,10,4588
12,dbac,12,921
12,dcba,-12,431
12,dcba,-10,3458
12,dcba,-8,9812
12,dcba,-6,16989
12,dcba,-4,27308
12,dcba,-2,35807
12,dcba,0,37374
12,dcba,2,35807
12,dcba,4,27308
12,dcba,6,16989
12,dcba,8,9812
12,dcba,10,3458
12,dcba,12,431
