8,abcd,-8,183
8,abcd,-6,168
8,abcd,-4,550
8,abcd,-2,474
8,abcd,0,800
8,abcd,2,474
8,abcd,4,550
8,abcd,6,168
8,abcd,8,183
8,acdb,-8,101
8,acdb,-6,234
8,acdb,-4,364
8,acdb,-2,592
8,acdb,0,572
8,acdb,2,592
8,acdb,4,364
8,acdb,6,234
8,acdb,8,101
8,adbc,-8,101
8,adbc,-6,234
8,adbc,-4,364
8,adbc,-2,592
8,adbc,0,572
8,adbc,2,592
8,adbc,4,364
8,adbc,6,234
8,adbc,8,101
8,badc,-8,122
8,badc,-6,225
8,badc,-4,408
8,badc,-2,603
8,badc,0,596
8,badc,2,603
8,badc,4,408
8,badc,6,225
8,badc,8,122
8,bcad,-8,101
8,bcad,-6,234
8,bcad,-4,364
8,bcad,-2,592
8,bcad,0,572
8,bcad,2,592
8,bcad,4,364
8,bcad,6,234
8,bcad,8,101
8,bdca,-8,38
8,bdca,-6,185
8,bdca,-4,324
8,bdca,-2,458
8,bdca,0,566
8,bdca,2,458
8,bdca,4,324
8,bdca,6,185
8,bdca,8,38
8,cabd,-8,101
8,cabd,-6,234
8,cabd,-4,364
8,cabd,-2,592
8,cabd,0,572
8,cabd,2,592
8,cabd,4,364
8,cabd,6,234
8,cabd,8,101
8,cbda,-8,38
8,cbda,-6,185
8,cbda,-4,324
8,cbda,-2,458
8,cbda,0,566
8,cbda,2,458
8,cbda,4,324
8,cbda,6,185
8,cbda,8,38
8,cdab,-8,33
8,cdab,-6,160
8,cdab,-4,328
8,cdab,-2,456
8,cdab,0,526
8,cdab,2,456
8,cdab,4,328
8,cdab,6,160
8,cdab,8,33
8,dacb,-8,38
8,dacb,-6,185
8,dacb,-4,324
8,dacb,-2,458
8,dacb,0,566
8,dacb,2,458
8,dacb,4,324
8,dacb,6,185
8,dacb,8,38
8,dbac,-8,38
8,dbac,-6,185
8,dbac,-4,324
8,dbac,-2,458
8,dbac,0,566
8,dbac,2,458
8,dbac,4,324
8,dbac,6,185
8,dbac,8,38
8,dcba,-8,11
8,dcba,-6,100
8,dcba,-4,298
8,dcba,-2,425
8,dcba,0,432
8,dcba,2,425
8,dcba,4,298
8,dcba,6,100
8,dcba,8,11
