15,abdc,-15,20841
15,abdc,-13,48302
15,abdc,-11,140850
15,abdc,-9,259118
15,abdc,-7,471716
15,abdc,-5,680112
15,abdc,-3,900559
15,abdc,-1,1018236
15,abdc,1,1018236
15,abdc,3,900559
15,abdc,5,680112
15,abdc,7,471716
15,abdc,9,259118
15,abdc,11,140850
15,abdc,13,48302
15,abdc,15,20841
15,acbd,-15,20797
15,acbd,-13,48324
15,acbd,-11,140527
15,acbd,-9,257159
15,acbd,-7,472880
15,acbd,-5,675087
15,acbd,-3,901168
15,acbd,-1,1014364
15,acbd,1,1014364
15,acbd,3,901168
15,acbd,5,675087
15,acbd,7,472880
15,acbd,9,257159
15,acbd,11,140527
15,acbd,13,48324
15,acbd,15,20797
15,adcb,-15,14233
15,adcb,-13,51880
15,adcb,-11,120156
15,adcb,-9,269103
15,adcb,-7,435752
15,adcb,-5,686006
15,adcb,-3,867660
15,adcb,-1,1004815
15,adcb,1,1004815
15,adcb,3,867660
15,adcb,5,686006
15,adcb,7,435752
15,adcb,9,269103
15,adcb,11,120156
15,adcb,13,51880
15,adcb,15,14233
15,bacd,-15,20841
15,bacd,-13,48302
15,bacd,-11,140850
15,bacd,-9,259118
15,bacd,-7,471716
15,bacd,-5,680112
15,bacd,-3,900559
15,bacd,-1,1018236
15,bacd,1,1018236
15,bacd,3,900559
15,bacd,5,680112
15,bacd,7,471716
15,bacd,9,259118
15,bacd,11,140850
15,bacd,13,48302
15,bacd,15,20841
15,bcda,-15,10900
15,bcda,-13,49355
15,bcda,-11,116852
15,bcda,-9,258363
15,bcda,-7,435480
15,bcda,-5,667441
15,bcda,-3,865300
15,bcda,-1,991241
15,bcda,1,991241
15,bcda,3,865300
15,bcda,5,667441
15,bcda,7,435480
15,bcda,9,258363
15,bcda,11,116852
15,bcda,13,49355
15,bcda,15,10900
15,bdac,-15,12947
15,bdac,-13,49724
15,bdac,-11,121527
15,bdac,-9,260347
15,bdac,-7,440693
15,bdac,-5,673403
15,bdac,-3,869598
15,bdac,-1,997944
15,bdac,1,997944
15,bdac,3,869598
15,bdac,5,673403
15,bdac,7,440693
15,bdac,9,260347
15,bdac,11,121527
15,bdac,13,49724
15,bdac,15,12947
15,cadb,-15,12947
15,cadb,-13,49724
15,cadb,-11,121527
15,cadb,-9,260347
15,cadb,-7,440693
15,cadb,-5,673403
15,cadb,-3,869598
15,cadb,-1,997944
15,cadb,1,997944
15,cadb,3,869598
15,cadb,5,673403
15,cadb,7,440693
15,cadb,9,260347
15,cadb,11,121527
15,cadb,13,49724
15,cadb,15,12947
15,cbad,-15,14233
15,cbad,-13,51880
15,cbad,-11,120156
15,cbad,-9,269103
15,cbad,-7,435752
15,cbad,-5,686006
15,cbad,-3,867660
15,cbad,-1,1004815
15,cbad,1,1004815
15,cbad,3,867660
15,cbad,5,686006
15,cbad,7,435752
15,cbad,9,269103
15,cbad,11,120156
15,cbad,13,51880
15,cbad,15,14233
15,cdba,-15,6677
15,cdba,-13,43349
15,cdba,-11,116192
15,cdba,-9,237960
15,cdba,-7,435322
15,cdba,-5,640339
15,cdba,-3,855027
15,cdba,-1,969808
15,cdba,1,969808
15,cdba,3,855027
15,cdba,5,640339
15,cdba,7,435322
15,cdba,9,237960
15,cdba,11,116192
15,cdba,13,43349
15,cdba,15,6677
15,dabc,-15,10900
15,dabc,-13,49355
15,dabc,-11,116852
15,dabc,-9,258363
15,dabc,-7,435480
15,dabc,-5,667441
15,dabc,-3,865300
15,dabc,-1,991241
15,dabc,1,991241
15,dabc,3,865300
15,dabc,5,667441
15,dabc,7,435480
15,dabc,9,258363
15,dabc,11,116852
15,dabc,13,49355
15,dabc,15,10900
15,dbca,-15,6526
15,dbca,-13,43062
15,dbca,-11,114895
15,dbca,-9,240318
15,dbca,-7,430685
15,dbca,-5,646683
15,dbca,-3,851249
15,dbca,-1,972887
15,dbca,1,972887
15,dbca,3,851249
15,dbca,5,646683
15,dbca,7,430685
15,dbca,9,240318
15,dbca,11,114895
15,dbca,13,43062
15,dbca,15,6526
15,dcab,-15,6677
15,dcab,-13,43349
15,dcab,-11,116192
15,dcab,-9,237960
15,dcab,-7,435322
15,dcab,-5,640339
15,dcab,-3,855027
15,dcab,-1,969808
15,dcab,1,969808
15,dcab,3,855027
15,dcab,5,640339
15,dcab,7,435322
15,dcab,9,237960
15,dcab,11,116192
15,dcab,13,43349
15,dcab,15,6677
