13,abdc,-13,5058
13,abdc,-11,10280
13,abdc,-9,28332
13,abdc,-7,47547
13,abdc,-5,79525
13,abdc,-3,103713
13,abdc,-1,121876
13,abdc,1,121876
13,abdc,3,103713
13,abdc,5,79525
13,abdc,7,47547
13,abdc,9,28332
13,abdc,11,10280
13,abdc,13,5058
13,acbd,-13,5066
13,acbd,-11,10211
13,acbd,-9,28417
13,acbd,-7,46788
13,acbd,-5,79945
13,acbd,-3,102663
13,acbd,-1,121664
13,acbd,1,121664
13,acbd,3,102663
13,acbd,5,79945
13,acbd,7,46788
13,acbd,9,28417
13,acbd,11,10211
13,acbd,13,5066
13,adcb,-13,3252
13,adcb,-11,11269
13,adcb,-9,23266
13,adcb,-7,49566
13,adcb,-5,72370
13,adcb,-3,103426
13,adcb,-1,117192
13,adcb,1,117192
13,adcb,3,103426
13,adcb,5,72370
13,adcb,7,49566
13,adcb,9,23266
13,adcb,11,11269
13,adcb,13,3252
13,bacd,-13,5058
13,bacd,-11,10280
13,bacd,-9,28332
13,bacd,-7,47547
13,bacd,-5,79525
13,bacd,-3,103713
13,bacd,-1,121876
13,bacd,1,121876
13,bacd,3,103713
13,bacd,5,79525
13,bacd,7,47547
13,bacd,9,28332
13,bacd,11,10280
13,bacd,13,5058
13,bcda,-13,2408
13,bcda,-11,10492
13,bcda,-9,22684
13,bcda,-7,46799
13,bcda,-5,72307
13,bcda,-3,99908
13,bcda,-1,115707
13,bcda,1,115707
13,bcda,3,99908
13,bcda,5,72307
13,bcda,7,46799
13,bcda,9,22684
13,bcda,11,10492
13,bcda,13,2408
13,bdac,-13,2933
13,bdac,-11,10652
13,bdac,-9,23700
13,bdac,-7,47556
13,bdac,-5,73178
13,bdac,-3,101374
13,bdac,-1,116746
13,bdac,1,116746
13,bdac,3,101374
13,bdac,5,73178
13,bdac,7,47556
13,bdac,9,23700
13,bdac,11,10652
13,bdac,13,2933
13,cadb,-13,2933
13,cadb,-11,10652
13,cadb,-9,23700
13,cadb,-7,47556
13,cadb,-5,73178
13,cadb,-3,101374
13,cadb,-1,116746
13,cadb,1,116746
13,cadb,3,101374
13,cadb,5,73178
13,cadb,7,47556
13,cadb,9,23700
13,cadb,11,10652
13,cadb,13,2933
13,cbad,-13,3252
13,cbad,-11,11269
13,cbad,-9,23266
13,cbad,-7,49566
13,cbad,-5,72370
13,cbad,-3,103426
13,cbad,-1,117192
13,cbad,1,117192
13,cbad,3,103426
13,cbad,5,72370
13,cbad,7,49566
13,cbad,9,23266
13,cbad,11,11269
13,cbad,13,3252
13,cdba,-13,1346
13,cdba,-11,8768
13,cdba,-9,22622
13,cdba,-7,42252
13,cdba,-5,71549
13,cdba,-3,95128
13,cdba,-1,112594
13,cdba,1,112594
13,cdba,3,95128
13,cdba,5,71549
13,cdba,7,42252
13,cdba,9,22622
13,cdba,11,8768
13,cdba,13,1346
13,dabc,-13,2408
13,dabc,-11,10492
13,dabc,-9,22684
13,dabc,-7,46799
13,dabc,-5,72307
13,dabc,-3,99908
13,dabc,-1,115707
13,dabc,1,115707
13,dabc,3,99908
13,dabc,5,72307
13,dabc,7,46799
13,dabc,9,22684
13,dabc,11,10492
13,dabc,13,2408
13,dbca,-13,1310
13,dbca,-11,8706
13,dbca,-9,22280
13,dbca,-7,42758
13,dbca,-5,70746
13,dbca,-3,95950
13,dbca,-1,112479
13,dbca,1,112479
13,dbca,3,95950
13,dbca,5,70746
13,dbca,7,42758
13,dbca,9,22280
13,dbca,11,8706
13,dbca,13,1310
13,dcab,-13,1346
13,dcab,-11,8768
13,dcab,-9,22622
13,dcab,-7,42252
13,dcab,-5,71549
13,dcab,-3,95128
13,dcab,-1,112594
13,dcab,1,112594
13,dcab,3,95128
13,dcab,5,71549
13,dcab,7,42252
13,dcab,9,22622
13,dcab,11,8768
13,dcab,13,1346
