9,abdc,-9,302
9,abdc,-7,453
9,abdc,-5,1070
9,abdc,-3,1423
9,abdc,-1,1821
9,abdc,1,1821
9,abdc,3,1423
9,abdc,5,1070
9,abdc,7,453
9,abdc,9,302
9,acbd,-9,308
9,acbd,-7,433
9,acbd,-5,1096
9,acbd,-3,1377
9,acbd,-1,1823
9,acbd,1,1823
9,acbd,3,1377
9,acbd,5,1096
9,acbd,7,433
9,acbd,9,308
9,adcb,-9,164
9,adcb,-7,527
9,adcb,-5,791
9,adcb,-3,1446
9,adcb,-1,1639
9,adcb,1,1639
9,adcb,3,1446
9,adcb,5,791
9,adcb,7,527
9,adcb,9,164
9,bacd,-9,302
9,bacd,-7,453
9,bacd,-5,1070
9,bacd,-3,1423
9,bacd,-1,1821
9,bacd,1,1821
9,bacd,3,1423
9,bacd,5,1070
9,bacd,7,453
9,bacd,9,302
9,bcda,-9,114
9,bcda,-7,453
9,bcda,-5,784
9,bcda,-3,1302
9,bcda,-1,1579
9,bcda,1,1579
9,bcda,3,1302
9,bcda,5,784
9,bcda,7,453
9,bcda,9,114
9,bdac,-9,145
9,bdac,-7,477
9,bdac,-5,823
9,bdac,-3,1368
9,bdac,-1,1622
9,bdac,1,1622
9,bdac,3,1368
9,bdac,5,823
9,bdac,7,477
9,bdac,9,145
9,cadb,-9,145
9,cadb,-7,477
9,cadb,-5,823
9,cadb,-3,1368
9,cadb,-1,1622
9,cadb,1,1622
9,cadb,3,1368
9,cadb,5,823
9,cadb,7,477
9,cadb,9,145
9,cbad,-9,164
9,cbad,-7,527
9,cbad,-5,791
9,cbad,-3,1446
9,cbad,-1,1639
9,cbad,1,1639
9,cbad,3,1446
9,cbad,5,791
9,cbad,7,527
9,cbad,9,164
9,cdba,-9,48
9,cdba,-7,318
9,cdba,-5,770
9,cdba,-3,1128
9,cdba,-1,1458
9,cdba,1,1458
9,cdba,3,1128
9,cdba,5,770
9,cdba,7,318
9,cdba,9,48
9,dabc,-9,114
9,dabc,-7,453
9,dabc,-5,784
9,dabc,-3,1302
9,dabc,-1,1579
9,dabc,1,1579
9,dabc,3,1302
9,dabc,5,784
9,dabc,7,453
9,dabc,9,114
9,dbca,-9,47
9,dbca,-7,315
9,dbca,-5,747
9,dbca,-3,1123
9,dbca,-1,1454
9,dbca,1,1454
9,dbca,3,1123
9,dbca,5,747
9,dbca,7,315
9,dbca,9,47
9,dcab,-9,48
9,dcab,-7,318
9,dcab,-5,770
9,dcab,-3,1128
9,dcab,-1,1458
9,dcab,1,1458
9,dcab,3,1128
9,dcab,5,770
9,dcab,7,318
9,dcab,9,48
