10,abcd,-10,720
10,abcd,-8,874
10,abcd,-6,2791
10,abcd,-4,3144
10,abcd,-2,5484
10,abcd,0,4696
10,abcd,2,5484
10,abcd,4,3144
10,abcd,6,2791
10,abcd,8,874
10,abcd,10,720
10,acdb,-10,435
10,acdb,-8,1099
10,acdb,-6,2042
10,acdb,-4,3634
10,acdb,-2,4377
10,acdb,0,5266
10,acdb,2,4377
10,acdb,4,3634
10,acdb,6,2042
10,acdb,8,1099
10,acdb,10,435
10,adbc,-10,435
10,adbc,-8,1099
10,adbc,-6,2042
10,adbc,-4,3634
10,adbc,-2,4377
10,adbc,0,5266
10,adbc,2,4377
10,adbc,4,3634
10,adbc,6,2042
10,adbc,8,1099
10,adbc,10,435
10,badc,-10,519
10,badc,-8,1048
10,badc,-6,2258
10,badc,-4,3616
10,badc,-2,4574
10,badc,0,5350
10,badc,2,4574
10,badc,4,3616
10,badc,6,2258
10,badc,8,1048
10,badc,10,519
10,bcad,-10,435
10,bcad,-8,1099
10,bcad,-6,2042
10,bcad,-4,3634
10,bcad,-2,4377
10,bcad,0,5266
10,bcad,2,4377
10,bcad,4,3634
10,bcad,6,2042
10,bcad,8,1099
10,bcad,10,435
10,bdca,-10,191
10,bdca,-8,939
10,bdca,-6,1822
10,bdca,-4,3123
10,bdca,-2,4322
10,bdca,0,4504
10,bdca,2,4322
10,bdca,4,3123
10,bdca,6,1822
10,bdca,8,939
10,bdca,10,191
10,cabd,-10,435
10,cabd,-8,1099
10,cabd,-6,2042
10,cabd,-4,3634
10,cabd,-2,4377
10,cabd,0,5266
10,cabd,2,4377
10,cabd,4,3634
10,cabd,6,2042
10,cabd,8,1099
10,cabd,10,435
10,cbda,-10,191
10,cbda,-8,939
10,cbda,-6,1822
10,cbda,-4,3123
10,cbda,-2,4322
10,cbda,0,4504
10,cbda,2,4322
10,cbda,4,3123
10,cbda,6,1822
10,cbda,8,939
10,cbda,10,191
10,cdab,-10,166
10,cdab,-8,838
10,cdab,-6,1870
10,cdab,-4,3018
10,cdab,-2,4190
10,cdab,0,4494
10,cdab,2,4190
10,cdab,4,3018
10,cdab,6,1870
10,cdab,8,838
10,cdab,10,166
10,dacb,-10,191
10,dacb,-8,939
10,dacb,-6,1822
10,dacb,-4,3123
10,dacb,-2,4322
10,dacb,0,4504
10,dacb,2,4322
10,dacb,4,3123
10,dacb,6,1822
10,dacb,8,939
10,dacb,10,191
10,dbac,-10,191
10,dbac,-8,939
10,dbac,-6,1822
10,dbac,-4,3123
10,dbac,-2,4322
10,dbac,0,4504
10,dbac,2,4322
10,dbac,4,3123
10,dbac,6,1822
10,dbac,8,939
10,dbac,10,191
10,dcba,-10,74
10,dcba,-8,624
10,dcba,-6,1793
10,dcba,-4,2800
10,dcba,-2,3805
10,dcba,0,4496
10,dcba,2,3805
10,dcba,4,2800
10,dcba,6,1793
10,dcba,8,624
10,dcba,10,74
